salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
804,3884936053,90.0,,80.0,HOURLY,USD,BASE_SALARY
805,3884990773,288200.0,,154900.0,YEARLY,USD,BASE_SALARY
806,3884933055,20.0,,18.0,HOURLY,USD,BASE_SALARY
807,3884989892,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
808,3884438770,121000.0,,91000.0,YEARLY,USD,BASE_SALARY
809,3887434342,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
810,3884804021,87297.6,,54558.4,YEARLY,USD,BASE_SALARY
811,3887718773,20.3,,20.0,HOURLY,USD,BASE_SALARY
812,3884440821,,64000.0,,YEARLY,USD,BASE_SALARY
813,3884923252,1500000.0,,350000.0,YEARLY,USD,BASE_SALARY
814,3884431956,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
815,3884935240,20.0,,15.0,HOURLY,USD,BASE_SALARY
816,3885373593,30.0,,27.0,HOURLY,USD,BASE_SALARY
817,3884435156,67000.0,,60000.0,YEARLY,USD,BASE_SALARY
818,3884439425,55000.0,,43000.0,YEARLY,USD,BASE_SALARY
819,3884989877,231400.0,,119000.0,YEARLY,USD,BASE_SALARY
820,3887497164,250000.0,,200000.0,YEARLY,USD,BASE_SALARY
821,3884442278,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
822,3884995055,207600.0,,111600.0,YEARLY,USD,BASE_SALARY
823,3887497191,25.4,,17.0,HOURLY,USD,BASE_SALARY
824,3884440517,,25.0,,HOURLY,USD,BASE_SALARY
825,3884439275,91000.0,,74000.0,YEARLY,USD,BASE_SALARY
826,3884928017,70000.0,,55000.0,YEARLY,USD,BASE_SALARY
827,3887702207,17.0,,15.0,HOURLY,USD,BASE_SALARY
828,3884934679,16.79,,15.0,YEARLY,USD,BASE_SALARY
829,3884444372,,28.0,,HOURLY,USD,BASE_SALARY
830,3884437415,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
831,3887701122,55.0,,23.24,HOURLY,USD,BASE_SALARY
832,3884936205,,106000.0,,YEARLY,USD,BASE_SALARY
833,3884919513,24.0,,21.0,HOURLY,USD,BASE_SALARY
834,3884438813,26.0,,23.0,HOURLY,USD,BASE_SALARY
835,3884441051,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
836,3884432723,55000.0,,45000.0,YEARLY,USD,BASE_SALARY
837,3884936008,,31304.0,,YEARLY,USD,BASE_SALARY
838,3884940126,86500.0,,70000.0,YEARLY,USD,BASE_SALARY
839,3884436206,140000.0,,90000.0,YEARLY,USD,BASE_SALARY
840,3884433957,,57.0,,HOURLY,USD,BASE_SALARY
841,3887498779,,50000.0,,YEARLY,USD,BASE_SALARY
842,3884935544,150400.0,,97000.0,YEARLY,USD,BASE_SALARY
843,3884995013,229700.0,,95500.0,YEARLY,USD,BASE_SALARY
844,3887715574,,20.0,,HOURLY,USD,BASE_SALARY
845,3884806605,38.0,,32.0,HOURLY,USD,BASE_SALARY
846,3884936198,62000.0,,58000.0,YEARLY,USD,BASE_SALARY
847,3887490908,75000.0,,55000.0,YEARLY,USD,BASE_SALARY
848,3887712292,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
849,3887719384,,17.0,,HOURLY,USD,BASE_SALARY
850,3884442707,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
851,3887838414,69000.0,,69000.0,YEARLY,USD,BASE_SALARY
852,3887704943,235000.0,,195000.0,YEARLY,USD,BASE_SALARY
853,3884989883,197800.0,,101700.0,YEARLY,USD,BASE_SALARY
854,3884994027,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
855,3884804492,,55.0,,YEARLY,USD,BASE_SALARY
856,3884941283,105000.0,,92000.0,YEARLY,USD,BASE_SALARY
857,3887836564,,138000.0,,YEARLY,USD,BASE_SALARY
858,3887719363,,6337.0,,MONTHLY,USD,BASE_SALARY
859,3884440400,40.0,,30.0,HOURLY,USD,BASE_SALARY
860,3884442091,18.0,,13.0,HOURLY,USD,BASE_SALARY
861,3887840141,,38.0,,HOURLY,USD,BASE_SALARY
862,3887712548,,20.0,,HOURLY,USD,BASE_SALARY
863,3884996579,,20.0,,HOURLY,USD,BASE_SALARY
864,3884926089,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
865,3849949750,40000.0,,35000.0,YEARLY,USD,BASE_SALARY
866,3887836698,35.0,,35.0,HOURLY,USD,BASE_SALARY
867,3884436907,,22.0,,HOURLY,USD,BASE_SALARY
868,3885811024,78000.0,,12000.0,YEARLY,USD,BASE_SALARY
869,3887716263,,20.0,,HOURLY,USD,BASE_SALARY
870,3887711535,100000.0,,75000.0,YEARLY,USD,BASE_SALARY
871,3884438792,135000.0,,85000.0,YEARLY,USD,BASE_SALARY
872,3884437806,208000.0,,129000.0,YEARLY,USD,BASE_SALARY
873,3884806074,52.0,,48.0,HOURLY,USD,BASE_SALARY
874,3887712400,21.0,,20.0,HOURLY,USD,BASE_SALARY
875,3887490471,,25.0,,HOURLY,USD,BASE_SALARY
876,3884437239,,800.0,,YEARLY,USD,BASE_SALARY
877,3884434384,91000.0,,10000.0,YEARLY,USD,BASE_SALARY
878,3884810083,56.0,,50.0,YEARLY,USD,BASE_SALARY
879,3887706888,72300.0,,61300.0,YEARLY,USD,BASE_SALARY
880,3884940371,66.5,,60.0,HOURLY,USD,BASE_SALARY
881,3884441547,112000.0,,10000.0,YEARLY,USD,BASE_SALARY
882,3887835982,,51.0,,HOURLY,USD,BASE_SALARY
883,3845924752,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
884,3884924066,375000.0,,325000.0,YEARLY,USD,BASE_SALARY
885,3884808269,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
886,3887838192,,105400.0,,YEARLY,USD,BASE_SALARY
887,3885350886,210000.0,,130000.0,YEARLY,USD,BASE_SALARY
888,3887498770,80000.0,,75000.0,YEARLY,USD,BASE_SALARY
889,3884943082,124300.0,,96000.0,YEARLY,USD,BASE_SALARY
890,3885353516,185000.0,,110000.0,YEARLY,USD,BASE_SALARY
891,3885333032,78000.0,,12000.0,YEARLY,USD,BASE_SALARY
892,3887485850,105000.0,,95000.0,YEARLY,USD,BASE_SALARY
893,3884440265,,1000.0,,MONTHLY,USD,BASE_SALARY
894,3884498763,215000.0,,195000.0,YEARLY,USD,BASE_SALARY
895,3885376405,21.0,,18.0,HOURLY,USD,BASE_SALARY
896,3884994015,236800.0,,121800.0,YEARLY,USD,BASE_SALARY
897,3884432773,84000.0,,71000.0,YEARLY,USD,BASE_SALARY
898,3887480755,70000.0,,45000.0,YEARLY,USD,BASE_SALARY
899,3884499917,,15.0,,HOURLY,USD,BASE_SALARY
900,3884439919,,19.0,,HOURLY,USD,BASE_SALARY
901,3884445603,77000.0,,75000.0,YEARLY,USD,BASE_SALARY
902,3884446270,100000.0,,10000.0,YEARLY,USD,BASE_SALARY
903,3884440491,42.0,,40.0,HOURLY,USD,BASE_SALARY
904,3884433264,135000.0,,110000.0,YEARLY,USD,BASE_SALARY
905,3887712055,178000.0,,112000.0,YEARLY,USD,BASE_SALARY
906,3887496291,29.0,,27.0,HOURLY,USD,BASE_SALARY
907,3884992266,223600.0,,115000.0,YEARLY,USD,BASE_SALARY
908,3884801458,100.0,,90.0,HOURLY,USD,BASE_SALARY
909,3884440656,,80.0,,HOURLY,USD,BASE_SALARY
910,3887835657,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
911,3887840178,,2000.0,,MONTHLY,USD,BASE_SALARY
912,3887485826,195000.0,,160000.0,YEARLY,USD,BASE_SALARY
913,3884808299,50.0,,35.0,HOURLY,USD,BASE_SALARY
914,3884433916,15.0,,13.0,HOURLY,USD,BASE_SALARY
915,3885807241,78000.0,,12000.0,YEARLY,USD,BASE_SALARY
916,3887701410,79000.0,,74000.0,YEARLY,USD,BASE_SALARY
917,3884921415,,19.24,,HOURLY,USD,BASE_SALARY
918,3884439345,83.0,,68.0,HOURLY,USD,BASE_SALARY
919,3884442590,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
920,3887840140,831891.0,,13824.0,YEARLY,USD,BASE_SALARY
921,3884450329,75.0,,65.0,HOURLY,USD,BASE_SALARY
922,3884993724,,20.0,,HOURLY,USD,BASE_SALARY
923,3884935214,100000.0,,90000.0,YEARLY,USD,BASE_SALARY
924,3884437026,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
925,3887700819,82500.0,,52500.0,YEARLY,USD,BASE_SALARY
926,3884800381,135000.0,,110000.0,YEARLY,USD,BASE_SALARY
927,3884919394,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
928,3887496577,150000.0,,130000.0,YEARLY,USD,BASE_SALARY
929,3884993240,21.75,,15.5,HOURLY,USD,BASE_SALARY
930,3884991610,142800.0,,59400.0,YEARLY,USD,BASE_SALARY
931,3887494811,85000.0,,70000.0,YEARLY,USD,BASE_SALARY
932,3887725011,120000.0,,115000.0,YEARLY,USD,BASE_SALARY
933,3884937461,182000.0,,130000.0,YEARLY,USD,BASE_SALARY
934,3887842032,,47.75,,HOURLY,USD,BASE_SALARY
935,3884996001,212800.0,,111600.0,YEARLY,USD,BASE_SALARY
936,3884441553,42.0,,35.0,HOURLY,USD,BASE_SALARY
937,3887499684,25.0,,22.0,HOURLY,USD,BASE_SALARY
938,3887835585,210000.0,,200000.0,YEARLY,USD,BASE_SALARY
939,3887719465,60000.0,,55000.0,YEARLY,USD,BASE_SALARY
940,3887716794,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
941,3884992279,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
942,3884497792,135000.0,,120000.0,YEARLY,USD,BASE_SALARY
943,3884919264,26.0,,18.0,HOURLY,USD,BASE_SALARY
944,3884438893,90.0,,60.0,HOURLY,USD,BASE_SALARY
945,3887840145,,56.0,,HOURLY,USD,BASE_SALARY
946,3884800886,,19.0,,HOURLY,USD,BASE_SALARY
947,3884800459,72000.0,,62000.0,YEARLY,USD,BASE_SALARY
948,3884442536,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
949,3884436884,,20.92,,HOURLY,USD,BASE_SALARY
950,3884993199,261500.0,,134500.0,YEARLY,USD,BASE_SALARY
951,3884936908,82.43,,43.91,HOURLY,USD,BASE_SALARY
952,3884989743,,66500.0,,YEARLY,USD,BASE_SALARY
953,3887834973,,38.0,,HOURLY,USD,BASE_SALARY
954,3884434376,575000.0,,540000.0,YEARLY,USD,BASE_SALARY
955,3884444037,80000.0,,60000.0,YEARLY,USD,BASE_SALARY
956,3884991642,142800.0,,59300.0,YEARLY,USD,BASE_SALARY
957,3887835971,37.0,,32.25,HOURLY,USD,BASE_SALARY
958,3884920769,300000.0,,260000.0,YEARLY,USD,BASE_SALARY
959,3884934211,124.0,,100.0,HOURLY,USD,BASE_SALARY
960,3884933445,125000.0,,90000.0,YEARLY,USD,BASE_SALARY
961,3884434939,80.0,,75.0,HOURLY,USD,BASE_SALARY
962,3884433628,37800.0,,26500.0,YEARLY,USD,BASE_SALARY
963,3884808267,75.0,,68.0,HOURLY,USD,BASE_SALARY
964,3887837957,,46.0,,HOURLY,USD,BASE_SALARY
965,3887495986,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
966,3884444342,100.0,,50.0,HOURLY,USD,BASE_SALARY
967,3887701005,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
968,3887497878,82500.0,,52500.0,YEARLY,USD,BASE_SALARY
969,3887841166,,66.0,,HOURLY,USD,BASE_SALARY
970,3887709509,28.0,,25.0,HOURLY,USD,BASE_SALARY
971,3887711720,33.69,,23.41,HOURLY,USD,BASE_SALARY
972,3887711431,105000.0,,95000.0,YEARLY,USD,BASE_SALARY
973,3884434112,46.0,,16.0,HOURLY,USD,BASE_SALARY
974,3835324900,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
975,3884934957,90000.0,,70000.0,YEARLY,USD,BASE_SALARY
976,3884499533,110.0,,100.0,HOURLY,USD,BASE_SALARY
977,3887719211,22.0,,18.0,HOURLY,USD,BASE_SALARY
978,3887835642,90800.0,,60900.0,YEARLY,USD,BASE_SALARY
979,3884436192,,55000.0,,YEARLY,USD,BASE_SALARY
980,3887837917,,48.0,,HOURLY,USD,BASE_SALARY
981,3884438527,82867.0,,55245.0,YEARLY,USD,BASE_SALARY
982,3884804591,85000.0,,65000.0,YEARLY,USD,BASE_SALARY
983,3884438330,190000.0,,161500.0,YEARLY,USD,BASE_SALARY
984,3887703008,75000.0,,55000.0,YEARLY,USD,BASE_SALARY
985,3884932295,,60000.0,,YEARLY,USD,BASE_SALARY
986,3884434884,26.09,,20.08,HOURLY,USD,BASE_SALARY
987,3884945096,21.0,,20.0,HOURLY,USD,BASE_SALARY
988,3884439588,20.0,,18.0,HOURLY,USD,BASE_SALARY
989,3887719177,140000.0,,91300.0,YEARLY,USD,BASE_SALARY
990,3884914703,25.0,,20.0,YEARLY,USD,BASE_SALARY
991,3884499916,27.0,,24.0,HOURLY,USD,BASE_SALARY
992,3887700946,75000.0,,60000.0,YEARLY,USD,BASE_SALARY
993,3887478569,170000.0,,150000.0,YEARLY,USD,BASE_SALARY
994,3887835981,,54.0,,HOURLY,USD,BASE_SALARY
995,3887707915,150000.0,,125000.0,YEARLY,USD,BASE_SALARY
996,3884441546,38.7,,25.8,HOURLY,USD,BASE_SALARY
997,3884444613,120000.0,,95000.0,YEARLY,USD,BASE_SALARY
998,3884928037,47000.0,,43000.0,YEARLY,USD,BASE_SALARY
999,3887464015,125000.0,,100000.0,YEARLY,USD,BASE_SALARY
1000,3884802251,298515.0,,189530.0,YEARLY,USD,BASE_SALARY
